Year,"Fuel Type",State,"Number of Vehicles","Fuel Consumed","Weight Class","Vehicle Type","Engine Configuration","Fleet Estimates",ST
2017,"Liquefied Natural Gas (LNG)",Idaho,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ID
2017,"Liquefied Natural Gas (LNG)",Illinois,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IL
2017,"Liquefied Natural Gas (LNG)",Louisiana,1,4,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",LA
2017,"Liquefied Natural Gas (LNG)",Minnesota,4,8,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Natural Gas (LNG)",Missouri,4,3,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Natural Gas (LNG)",Mississippi,15,12,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Natural Gas (LNG)","North Carolina",7,25,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Natural Gas (LNG)",Nebraska,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NE
2016,"Liquefied Natural Gas (LNG)",Alabama,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AL
2016,"Liquefied Natural Gas (LNG)","North Carolina",1,1,"Medium Duty",Trucks,Dedicated,"Natural Gas Providers",NC
2016,"Liquefied Natural Gas (LNG)",Nevada,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NV
2016,"Liquefied Natural Gas (LNG)","New York",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NY
2016,"Liquefied Natural Gas (LNG)",Ohio,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OH
2016,"Liquefied Natural Gas (LNG)",Tennessee,1,4,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",TN
2016,"Liquefied Natural Gas (LNG)",Tennessee,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",TN
2016,"Liquefied Natural Gas (LNG)",Texas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",TX
2016,"Liquefied Natural Gas (LNG)",Utah,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",UT
2016,"Liquefied Natural Gas (LNG)",Virginia,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",VA
2016,"Liquefied Natural Gas (LNG)",Vermont,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",VT
2016,"Liquefied Natural Gas (LNG)",Arkansas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AR
2016,"Liquefied Natural Gas (LNG)",Arizona,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AZ
2016,"Liquefied Natural Gas (LNG)",California,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CA
2016,"Liquefied Natural Gas (LNG)",Colorado,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CO
2016,"Liquefied Natural Gas (LNG)",Connecticut,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CT
2016,"Liquefied Natural Gas (LNG)","District of Columbia",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DC
2016,"Liquefied Natural Gas (LNG)",Delaware,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DE
2016,"Liquefied Natural Gas (LNG)",Florida,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",FL
2016,"Liquefied Natural Gas (LNG)",Georgia,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",GA
2016,"Liquefied Natural Gas (LNG)",Hawaii,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",HI
2016,"Liquefied Natural Gas (LNG)",Iowa,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IA
2016,"Liquefied Natural Gas (LNG)",Idaho,0,4,"Heavy Duty",Buses,Non-dedicated,"Federal Agencies",ID
2016,"Liquefied Natural Gas (LNG)",Idaho,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ID
2016,"Liquefied Natural Gas (LNG)",Illinois,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IL
2016,"Liquefied Natural Gas (LNG)",Indiana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IN
2016,"Liquefied Natural Gas (LNG)",Kansas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",KS
2016,"Liquefied Natural Gas (LNG)",Kentucky,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",KY
2016,"Liquefied Natural Gas (LNG)",Louisiana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",LA
2016,"Liquefied Natural Gas (LNG)",Massachusetts,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MA
2016,"Liquefied Natural Gas (LNG)",Maryland,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MD
2016,"Liquefied Natural Gas (LNG)",Maine,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ME
2016,"Liquefied Natural Gas (LNG)",Michigan,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MI
2016,"Liquefied Natural Gas (LNG)",Minnesota,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MN
2016,"Liquefied Natural Gas (LNG)",Missouri,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MO
2016,"Liquefied Natural Gas (LNG)",Mississippi,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MS
2016,"Liquefied Natural Gas (LNG)",Montana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MT
2016,"Liquefied Natural Gas (LNG)","North Carolina",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NC
2016,"Liquefied Natural Gas (LNG)","North Dakota",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ND
2016,"Liquefied Natural Gas (LNG)",Nebraska,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NE
2016,"Liquefied Natural Gas (LNG)","New Hampshire",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NH
2016,"Liquefied Natural Gas (LNG)","New Jersey",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NJ
2016,"Liquefied Natural Gas (LNG)",Louisiana,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",LA
2016,"Liquefied Natural Gas (LNG)",Minnesota,4,8,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MN
2016,"Liquefied Natural Gas (LNG)",Mississippi,16,13,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MS
2016,"Liquefied Natural Gas (LNG)","North Carolina",7,25,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NC
2016,"Liquefied Natural Gas (LNG)",Nebraska,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NE
2016,"Liquefied Natural Gas (LNG)",Oklahoma,1,1,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",OK
2016,"Liquefied Natural Gas (LNG)",Wisconsin,1,0,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WI
2016,"Liquefied Natural Gas (LNG)",California,70,280,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",CA
2016,"Liquefied Natural Gas (LNG)",Georgia,6,24,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",GA
2016,"Liquefied Natural Gas (LNG)","New Mexico",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NM
2016,"Liquefied Natural Gas (LNG)",Oklahoma,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OK
2016,"Liquefied Natural Gas (LNG)",Oregon,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OR
2016,"Liquefied Natural Gas (LNG)",Pennsylvania,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",PA
2016,"Liquefied Natural Gas (LNG)","Rhode Island",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",RI
2016,"Liquefied Natural Gas (LNG)","South Carolina",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",SC
2016,"Liquefied Natural Gas (LNG)","South Dakota",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",SD
2016,"Liquefied Natural Gas (LNG)",Arizona,15,183,"Heavy Duty",Buses,Dedicated,"Transit Agencies",AZ
2016,"Liquefied Natural Gas (LNG)",California,254,3142,"Heavy Duty",Buses,Dedicated,"Transit Agencies",CA
2016,"Liquefied Natural Gas (LNG)",Washington,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WA
2016,"Liquefied Natural Gas (LNG)",Wisconsin,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WI
2016,"Liquefied Natural Gas (LNG)","West Virginia",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WV
2016,"Liquefied Natural Gas (LNG)",Wyoming,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WY
2016,"Liquefied Natural Gas (LNG)",Alaska,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AK
2015,"Liquefied Natural Gas (LNG)",Nevada,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NV
2015,"Liquefied Natural Gas (LNG)","North Carolina",1,1,"Medium Duty",Trucks,Dedicated,"Natural Gas Providers",NC
2015,"Liquefied Natural Gas (LNG)",California,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CA
2015,"Liquefied Natural Gas (LNG)",Colorado,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CO
2015,"Liquefied Natural Gas (LNG)",Connecticut,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CT
2015,"Liquefied Natural Gas (LNG)","District of Columbia",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DC
2015,"Liquefied Natural Gas (LNG)",Delaware,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DE
2015,"Liquefied Natural Gas (LNG)",Florida,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",FL
2015,"Liquefied Natural Gas (LNG)",Georgia,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",GA
2015,"Liquefied Natural Gas (LNG)",Hawaii,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",HI
2015,"Liquefied Natural Gas (LNG)",Iowa,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IA
2015,"Liquefied Natural Gas (LNG)",Idaho,0,7,"Heavy Duty",Buses,Non-dedicated,"Federal Agencies",ID
2015,"Liquefied Natural Gas (LNG)",Idaho,7,0,"Heavy Duty",Buses,Dedicated,"Federal Agencies",ID
2015,"Liquefied Natural Gas (LNG)",Idaho,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ID
2015,"Liquefied Natural Gas (LNG)",Illinois,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IL
2015,"Liquefied Natural Gas (LNG)",Indiana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IN
2015,"Liquefied Natural Gas (LNG)",Kansas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",KS
2015,"Liquefied Natural Gas (LNG)",Kentucky,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",KY
2015,"Liquefied Natural Gas (LNG)",Louisiana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",LA
2015,"Liquefied Natural Gas (LNG)",Massachusetts,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MA
2015,"Liquefied Natural Gas (LNG)",Maryland,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MD
2015,"Liquefied Natural Gas (LNG)",Maine,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ME
2015,"Liquefied Natural Gas (LNG)",Michigan,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MI
2015,"Liquefied Natural Gas (LNG)",Minnesota,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MN
2015,"Liquefied Natural Gas (LNG)",Missouri,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MO
2015,"Liquefied Natural Gas (LNG)",Mississippi,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MS
2015,"Liquefied Natural Gas (LNG)",Montana,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",MT
2015,"Liquefied Natural Gas (LNG)","North Carolina",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NC
2015,"Liquefied Natural Gas (LNG)","North Dakota",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ND
2015,"Liquefied Natural Gas (LNG)",Nebraska,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NE
2015,"Liquefied Natural Gas (LNG)","New Hampshire",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NH
2015,"Liquefied Natural Gas (LNG)","New Jersey",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NJ
2015,"Liquefied Natural Gas (LNG)","New Mexico",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NM
2015,"Liquefied Natural Gas (LNG)",Ohio,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OH
2015,"Liquefied Natural Gas (LNG)",Oklahoma,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OK
2015,"Liquefied Natural Gas (LNG)",Oregon,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",OR
2015,"Liquefied Natural Gas (LNG)",Pennsylvania,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",PA
2015,"Liquefied Natural Gas (LNG)","Rhode Island",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",RI
2015,"Liquefied Natural Gas (LNG)","South Carolina",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",SC
2015,"Liquefied Natural Gas (LNG)","South Dakota",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",SD
2015,"Liquefied Natural Gas (LNG)",Tennessee,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",TN
2015,"Liquefied Natural Gas (LNG)",Texas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",TX
2015,"Liquefied Natural Gas (LNG)",Utah,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",UT
2015,"Liquefied Natural Gas (LNG)",Virginia,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",VA
2015,"Liquefied Natural Gas (LNG)",Vermont,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",VT
2015,"Liquefied Natural Gas (LNG)",Washington,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WA
2015,"Liquefied Natural Gas (LNG)",Wisconsin,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WI
2015,"Liquefied Natural Gas (LNG)","West Virginia",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WV
2015,"Liquefied Natural Gas (LNG)",Wyoming,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WY
2015,"Liquefied Natural Gas (LNG)",Arizona,15,192,"Heavy Duty",Buses,Dedicated,"Transit Agencies",AZ
2015,"Liquefied Natural Gas (LNG)",California,265,6721,"Heavy Duty",Buses,Dedicated,"Transit Agencies",CA
2015,"Liquefied Natural Gas (LNG)",Alaska,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AK
2015,"Liquefied Natural Gas (LNG)",Alabama,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AL
2015,"Liquefied Natural Gas (LNG)",Arkansas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AR
2015,"Liquefied Natural Gas (LNG)",Arizona,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AZ
2015,"Liquefied Natural Gas (LNG)",Minnesota,4,8,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MN
2015,"Liquefied Natural Gas (LNG)",Mississippi,16,13,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MS
2015,"Liquefied Natural Gas (LNG)","North Carolina",7,25,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NC
2015,"Liquefied Natural Gas (LNG)",Nebraska,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NE
2015,"Liquefied Natural Gas (LNG)",Wisconsin,1,0,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WI
2015,"Liquefied Natural Gas (LNG)",California,95,380,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",CA
2015,"Liquefied Natural Gas (LNG)",Georgia,2,8,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",GA
2015,"Liquefied Natural Gas (LNG)","New York",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",NY
2014,"Liquefied Natural Gas (LNG)",California,100,400,"Heavy Duty",Trucks,Dedicated,"Natural Gas Providers",CA
2014,"Liquefied Natural Gas (LNG)",Wyoming,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",WY
2014,"Liquefied Natural Gas (LNG)",California,313,6260,"Heavy Duty",Buses,Dedicated,"Transit Agencies",CA
2014,"Liquefied Natural Gas (LNG)",Texas,13,238,"Heavy Duty",Buses,Dedicated,"Transit Agencies",TX
2014,"Liquefied Natural Gas (LNG)",Alaska,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AK
2014,"Liquefied Natural Gas (LNG)",Alabama,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AL
2014,"Liquefied Natural Gas (LNG)",Arkansas,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AR
2014,"Liquefied Natural Gas (LNG)",Arizona,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",AZ
2014,"Liquefied Natural Gas (LNG)",California,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CA
2014,"Liquefied Natural Gas (LNG)",Colorado,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CO
2014,"Liquefied Natural Gas (LNG)",Connecticut,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",CT
2014,"Liquefied Natural Gas (LNG)","District of Columbia",0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DC
2014,"Liquefied Natural Gas (LNG)",Delaware,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",DE
2014,"Liquefied Natural Gas (LNG)",Florida,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",FL
2014,"Liquefied Natural Gas (LNG)",Georgia,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",GA
2014,"Liquefied Natural Gas (LNG)",Hawaii,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",HI
2014,"Liquefied Natural Gas (LNG)",Iowa,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",IA
2014,"Liquefied Natural Gas (LNG)",Idaho,4,3,"Heavy Duty",Buses,Non-dedicated,"Federal Agencies",ID
2014,"Liquefied Natural Gas (LNG)",Idaho,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Federal Agencies",ID
